commentor,content,rating,shop_name,shop_url,shop_rating,shop_n_comments,updated_at
Yến Dung Nguyễn Thị,"Vị trí ngay trung tâm, mặc dù trong hẻm nhưng dễ tìm. Các loại nước uống ngon, mình hay uống đậu đỏ đá xay và sôcôla bạc hà. Ngon và không bị ngán. Gía hơi mắc nhưng đáng giá. Mình thấy không gian yên tĩnh, nhưng hơi nhỏ. Đặc biệt ở quán có sơn vẽ lên tường bên ngoài thay đổi liên tục rất sành điệu. Nhân viên thì bình thường. Không thân thiện lắm",7.0,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:08
Phượng Vũ Kim,Không gian của quán tuy không đẹp nhưng khá yên tĩnh. Tường sơn màu trắng các ô cửa kiểu cũ nói chung là nhìn cổ cổ. Khá nhiều cây xanh nên khá mát. Đến đây có thể chọn 2 không gian chính của quán là ngoài trời và trong nhà .Mình thì đến đây toàn ngồi ở ngoài vì vừa thoáng và lãng mạn hơn. Không gian bên trong thì ấm cúng nhưng khá là bí bách với ghế ngồi không có chỗ dựa nên khá mỏi lưng. Đồ uống cũng khá là nhiều và uống cũng được phục vụ tốt!,6.8,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:08
Vi Vi,"Quán có 2 không gian trong nhà và ngoài vườn. Ấn tương đầu tiên về quán là khá ấm cúng và lãng mạn. Thức uống đa dạng, có nhiều món mới lạ. Đồ ăn ngon.",7.0,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:09
YuL Lee,"- Quán đẹp, như bạn thấy trên hình là tranh vẽ tường của quán, không gian phòng bên trong quán, quán còn 1 không gian ngoài sân vườn và 2 không gian trong nhà khác, khá đẹp và rộng rãi thoải mái :x
- Dâu tằm đá xay [55k]: gồm dâu tằm + chút rượu xay với đá, tuy nhiên đá hơi nhiều, đc cái xay mịn, nên đợi đá tan 1 chút thì ngon hơn :x
- Trà xanh đậu đỏ đá xay [55k]: món mới của quán, đậu đỏ còn nguyên hạt, tuy nhiên vị trà xanh chưa phải là xuất sắc, đá lại hơi nhiều, whipping cream ở đây cực ngon, có thể sánh đc với Angel-in-us :x Tuy nhiên, món này đừng để đá tan vì tan xong ko ngon đâu ))",7.6,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:09
Alchemist Phạm,"Quán có 2 không gian chính là ngòai trời và trong nhà. Thời tiết lành lạnh thì ngồi sân vườn rất thóang mát, không những thế trên mỗi bàn đều có 1 ngọn nến tăng phần lãng mạn. Còn bên trong thì ấm cúng hơn với 4 không gian theo phong cách semi-classic, và có cả phòng riêng nếu cần offline-nhóm.

Quán có những món cà phê kiểu mới như các lọai đá xay hoặc soda khá ngon và đặc biệt. Ngòai các món cà phê là chủ đạo, menu quán cũng có rất nhiều món ăn mặn phục vụ đủ nhu cầu, ngon nhất phải nói đến là món cơm sườn Kinh Đô hoặc món khá lạ là chả giò hải sản kèm trái cây.

Giá cả cũng trung bình như các quán cafe khác ở Sài Gòn, từ 30k-60k tùy món.",7.8,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:10
Trang Nguyễn,"Trong một lần tình cờ “lướt” Facebook, vô tình tớ tìm thấy một fan page về quán cà phê khá hay trong Friend list của cậu bạn thân. Ban đầu vì ấn tượng với tên quán, Deja Vu, vì tớ vốn rất thích ngôn ngữ lãng mạn của nước Pháp mà, sau đó khi vào Wall, Photos, thì tớ thật sự bị cuốn hút vào những dòng comments, các sự kiện diễn ra trong quán, những tấm hình cực đẹp của quán, và dĩ nhiên, thứ cuốn hút tớ nhất, chính là những món thức uống và món ăn hơi bị độc đáo và không kém phần hấp dẫn của quán. Yogurt lại là một điều thú vị khác khi được trộn cùng mứt trái cây nguyên chất. Những mảnh trái cây còn nguyên vẹn giữ trọn hương vị tươi ngon, được hòa quyện cùng yogurt tạo cảm giác rất mát lạnh khi dùng kèm với đá. Dòng thức uống rất đáng thử qua tại Dejà Vu. Bên cạnh những thức uống mát lạnh, quán còn phục vụ thức ăn với hương vị nêm nếm cũng khá chuyên nghiệp và chăm chút. Mỗi món ăn đều có những nét đặc biệt riêng rất hấp dẫn khó lòng bỏ qua.",8.4,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:10
Kenz Vũ,"Khác với vẻ ngoài có phần buồn, nhuốm màu thời gian; Déjà Vu mở mình ra phía trong với nhiều không gian có ánh sáng rất nhẹ nhàng nhằm tạo cho khách có nhiều lựa chọn hơn. 
Sinh tố trà xanh và đậu đỏ: mùi đậu đỏ khá nhiều và át cả mùi trà xanh, nhưng vị béo của đậu phần nào cũng khá cuốn hút mọi người. 
Tôm kim tờ: Con tôm được chiên vừa chín tới, áo sơ qua xốt mayonnaise beo béo và cuối cùng là áo bằng một chút khoai tây bào sợi chiên giòn. Dùng kèm chút bắp cải bào và bánh mì nướng. Mùi vị rất ngon!",8.4,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:10
Tommy Trần,"Quán nằm trong một con hẻm yên tĩnh trên đường Điện Biên Phủ gần khúc Nguyễn Thượng Hiền. Với màu trắng là tông chủ đạo, quán tạo cho những người tới đây một cảm giác rất thoải mái, ấn tượng, tạo nên phong cách riêng của quán. Không những vậy, quán có một chút lãng mạn pha với cổ điển, ấm cúng, rất thích hợp cho cách đôi tình nhân hẹn hò ở đây nhé. Quán có set menu 4 mùa, khá lạ; Cafe sữa cookies uống cũng rất ngon. Phục vụ ở đây vui vẻ và lịch sự.",7.4,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:11
Eric Chan,"Quán nằm trong một con hẻm nhỏ trên đường Điện Biên Phủ. Vì vậy quán có một không gian khá tĩnh lặng, cổ điển. Quán có nhiều không gian để bạn có thể làm việc hay tổ chức một buổi tiệc nhỏ chẳng hạn.

Đậu đỏ đá xay Deja Vu , món dành cho các tín đồ mê đồ ngọt, chắc chắn đây sẽ là sự lựa chọn tối ưu cho các bạn nữ khi đến với Deja Vu rồi, vì đây là món độc của quán. Ở đây còn có các loại cafe đá xay, cookies nữa, bạn tha hồ mà lựa chọn đồ uống cho mình.

Phục vụ ở đây vui vẻ, lịch sự và nhiệt tình. Mình rất thích quán này.",7.6,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:12
Timber Mao,"Nép mình khiêm tốn trong một con hẻm nhỏ trên đường Điệp Biên Phủ. Không DJ táo bạo hay kiến trúc hiện đại nhàm chán. Déjà Vu mang vẻ tĩnh lặng kèm lối kiến trúc cổ điển. Nhẹ nhàng, tao nhã níu giữ chân người. Ghé quán trong một dịp gặp nhau tình cờ, nhóm tôi quyết định mỗi người một món khác nhau để thỏa sức khám phá hương vị của nơi đây. Bộ đôi Trà Xanh & Đậu Đỏ thường được bắt gặp trong những chiếc bánh. Thì với Déjà Vu lại đem nó vào món nước. Tuy mùi đậu đỏ khá nhiều và át cả mùi trà xanh, nhưng vị beo béo của đậu phần nào cũng khá cuốn hút người thưởng thức. Đặc biệt khi thưởng thức món nước này, nhóm tôi còn được tặng một voucher có giá trị tương đương cho lần dùng sau nhóm cực kỳ thích vụ này.Các món nước ở đây được trang trí với Whipped Cream 100%. Nhóm tôi hầu như ai cũng nhận ra cái vị béo thơm đặc biệt này. Khó mà lẫn lộn với các dòng topping rẻ tiền khác 1 điểm + rất tốt cho quán.
Bên cạnh những thức uống mát lạnh, quán còn phục vụ thức ăn với hương vị nêm nếm cũng khá chuyên nghiệp và chăm chút. Mỗi món ăn đều có những nét đặc biệt riêng rất hấp dẫn khó lòng bỏ qua.
Các món mỳ ở quán cũng được quán chăm chút rất kỹ và chế biến khá lạ miệng. Sợi mì rất dai và thấm đều gia vị lại được xào với những loại rau củ khác nhau. Chính vì thế mà không tạo cảm giác quá ngán cho món mì quen thuộc này.
Bên cạnh có còn được quán giới thiệu dòng cà phê Culi đặc biệt. Được rang, xay và pha tại chỗ. Khá ấn tượng với người có sở thích uống cà phê Cu Li như tôi.
Ngoài ra, tôi được dịp tham quan một bữa tiệc nướng ngoài trời do khách đặt trước ngày hôm đó. Thiết nghĩ cũng khá thú vị cho ai có nhu cầu tổ chức tiệc BBQ nhưng lại điều kiện không gian không cho phép",8.0,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:12
Pham Tuyen,"Biết quán cũng đã lâu nhưng giờ mới có dịp ghé. Một điều dễ nhận ra là quán được thiết kế lại từ một biệt thự cổ kiểu Tây Âu nên vẫn giữ lại nét xưa của kiến trúc và bao phủ cây xanh. Mặc dù hơi cũ kỷ nhưng cách bài trí bàn ghế khá tinh tế, nhờ vậy mà tạo ra được những không gian riêng biệt nhưng ấm cúng, thân quen. Và nhân viên ở đây rất niềm nở và chuyên nghiệp khi phục vụ khách hàng. 

Bật mí nhé, có một điều thú vị không phải ở quán nào cũng có, đó là bạn có thử rang café còn nguyên chất trên bếp than. Thấy vậy chứ không dễ đâu nhé. Khi bắt đầu rang sẽ nghe mùi khét khét, khó chịu, đảo mỏi tay một hồi mới nghe được mùi thơm nồng nàn quen thuộc của café, khi đó “sướng lắm”. Xong đâu đó thì thưởng thức ly café sữa đá pha phin truyền thống, lúc đó mới thấy đây mới đúng là mùi café quen thuộc. Ngoài ra, quán cũng có khá nhiều món ăn, thức uống được pha chế khá độc đáo, sẽ đáp ứng được nhiều sở thích khác nhau của bạn. Có điều đợi thức uống hơi lâu, có lẽ do khâu pha chế hơi cầu kỳ chăng? :d",6.4,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:12
Cá Dzàng,"Tuy là một quán cà phê nằm trong hẻm, không mặt tiền hoành tráng, nhưng ở Deja Vu cà phê có một sức hút kì lạ y như tên của nó vậy :)) 
Điểm mình thích nhất là không gian của quán, không quá rộng, nhưng trang trí rất thanh lịch, nhẹ nhàng, phong cách khá cổ điển nhưng gần gũi. Quán có khu trong nhà và cả khu ngoài trời, khi nào cũng đẹp như nhau, nhưng đi buổi sáng thì nên ngồi trong phòng máy lạnh cho mát :))
Về món uống thì có nhiều món khá lạ và ngon, mình thích Yaua phúc bồn tử, có món trà xanh đậu đỏ cũng khá lạ, Yaua chua chua, ngọt nhẹ, rất thích hợp để giải nhiệt, uống vô đã lắm
Quán cũng có nhiều món ăn nhẹ, ăn no khá ngon, đặc biệt và chất lượng, món tôm kim tơ chẳng hạn, được trình bày rất sang trọng như một món Pháp đắt tiền. 
Đây là một nơi rất thích hợp để thư giãn, tụ tập bạn bè, mời khách hoặc hẹn hò đều ok hết, bảo đảm không thất vọng hehe. Giá cả cũng không quá cao",7.6,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:13
Quỳnh Nguyễn,"Cafe Déjà Vu nằm trong một căn biệt thự cũ, yên tĩnh. Nhìn từ ngoài vô, quán không đặc sắc cho lắm. Nhưng khi mình bước vào, quán tạo cảm giác thân thiện lắm. Không gian đẹp, ghế êm, thích hợp cho các cặp hẹn hò và giới văn phòng làm việc. Tên quán Déjà Vu như thể tìm lại mình, tìm lại chút ký ức mơ hồ “đã từng thấy”, “đã từng biết đến”… quán đặt tên tạo cảm giác thân thuộc. Phục vụ thân thiện.",7.0,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:13
Huy Nguyen Xuan,"Mình cũng có ghé vào quán này được vài lần với vài người bạn. THeo nhận xét của cá nhân mình thì thấy quán có nhiều góc rất đẹp và tinh tế, nhân viên phục vụ ở đây khá là dễ thương và nhiệt tình, mình thích nhất mỗi bàn có một bình hoa nhỏ xinh khác nhau. Không gian của quán cũng rất đẹp và khá yên tĩnh vì quán nằm trong một con hẻm. Ở đây con món cơm sườn sốt kinh đô cũng khá ngon.",7.6,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:13
Baby Dandelion,"Quán này nằm trong 1 con hẻm ngay gần Bệnh viện Bình Dân nên cũng khá dễ tìm. Quán là một căn biệt thự kiểu Pháp nép mình trong 1 con hẻm nhỏ khá bình yên, buổi tối dưới ánh đèn nhìn khá mờ ảo, huyền bí, lung linh cả một góc hẻm. ♥

Cách đây chừng 2 năm, khi quán cafe kiểu này chưa có nhiều thì quán khá đặc biệt và nổi tiếng. Nhưng về sau nhiều quán cafe kiểu Pháp ra đời thì quán dần trở nên bình thường, vì xét cho cùng thì decor nội thất của quán cũng ko thật sự độc đáo và đậm chất Pháp như những quán sau này.

Điều đặc biệt nhất là quán tuy là quán cafe nhưng menu món ăn rất được chú trọng, có rất nhiều món ngon hấp dẫn, mà chất lượng khá đồng đều, ko có món quá ngon, món thì quá tệ như vài nơi. Giá 1 phần ăn trung bình khoảng 60-80k, nhưng ăn ngon miệng đúng kiểu nhà hàng. ^^",8.8,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:14
Mèo Ú,"Đây là một trong những quán cafe ruột ưa thích của mình nè. Không gian quán tương đối thoải mái, trang trí theo phong cách châu Âu với màu trắng sang trọng,. Mình thích ngồi ngoài vườn của quán. Ví trí yêu thích là cái xích đu trong góc á :)) lần nào tới cũng giành chỗ này. Đồ uống bình thường, ko đắt, ko đặc biệt. Quán rất hay có chương trình khuyến mãi nha, biết chiều khách hàng nữa ^^",7.6,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:14
Titi Tata,"Nơi này hum trước mình có đi nah! Lúc đó mình chỉ ngồi ngoài sân, không gian yên tĩnh (Nằm trong hẽm) và rất thoáng đãng và đây là nơi tốt để tụ hop bạn bè để nói chuyện. Nước uống chỉ tương đối được và làm hơi bị lâu. Mình sẽ trở lại này nhưng chỉ vì không gian của quán ^^",8.0,Deja Vu Coffee,https://www.foody.vn/ho-chi-minh/deja-vu-coffee,7.3,92,2022-03-13 10:52:14
Yen Thang,"Chỗ này cô bán ngon, vui tính nữa. ngoài bánh canh tô bây giờ là 20k thì có thêm hủ tíu mì bò kho 25k, hay hủ tíu mì xương thập cẩm ( tùy bạn gọi ) . cô bán ở đây nhìu năm rồi, giờ có mặt bằng hẵn hoi, k còn ngồi lề đường như trước, thích nhất là món bánh canh và bò kho, cực ngon lun.",7.6,Bánh Canh Cua Giò Heo,https://www.foody.vn/ho-chi-minh/banh-canh-cua-gio-heo-doan-hong-phuoc,7.1,2,2022-03-13 10:51:28
Meo Nguyễn,Bổ sung cho mọi người địa điểm bánh canh cua buổi sáng . Ở đây nó hơi khó tìm một tý nhưng được cái bánh canh này nấu dẻo vào ngon chả cá không dai lắm có thêm con ghẹ chừng 25k một tô còn thường có giò thì khoảng 20k mình là khách quen ở đây . Mình giền bánh canh này vì nó ngon bổ rẻ . Tuy không gian lề đường nhưng được cái nó sạch sẽ thoáng mát đường này cũng ít người đi . Mình viết bài này để mọi người biết thêm một địa điềm ăn sáng ngon . Mong mọi người ủng hộ nha,6.6,Bánh Canh Cua Giò Heo,https://www.foody.vn/ho-chi-minh/banh-canh-cua-gio-heo-doan-hong-phuoc,7.1,2,2022-03-13 10:51:28
Bii,"Nay sáng mưa đói cồn cào, có biết đến tiệm và biết tiệm có thêm món cháo trắng vịt muối, dưa nên order 2 phần về ăn.
Công nhận, cháo nóng + ngon ăn kèm vịt muối, dưa mắm hết sẩy thậttt . Like mạnh cho tiệm luôn ạ. Mẹ mình ăn cũng khen ngon.
Sẽ ủng hộ tiệm nhiều lần nữa ạ.",8.0,Cháo Dinh Dưỡng Việt Soup - 108 Đường Số 1,https://www.foody.vn/ho-chi-minh/chao-dinh-duong-viet-soup-108-duong-so-1,8.5,2,2022-03-13 10:51:33
Huy,"Mấy đứa cháu của mình rất thích ăn cháo của Việt Soup, nhưng mỗi lần mua phải sang tận quận 12 mới có . 
Nay thật tiện lợi Cháo dinh dưỡng Việt soup đã có mặt ở Gò vấp 😍😍 . Đã vậy đặt qua foody được free ship 🤗🤗
Theo mình cháo rất ngon, vừa miệng. Nhiều người hay co quan điểm cháo dinh dưỡng chỉ dành cho em bé ăn nhưng nếu đã ăn thử Việt Soup các bạn sẽ thay đổi quan điểm.
Ngoài cháo còn co Nui Sao,Phở Baby tha hồ mà đổi món k lo bị ngán

Nếu so ra những thương hiệu cháo nổi tiếng hiện nay : Ngon mê ly, cây thị, Panda... theo ý kiến cá nhân của mình k ngon bằng Việt Soup đâu.
 
Ngon nhất là cháo Bò, Cá Hồi, Phô Mai, Heo👍👍👌👌
Sẽ ủng hộ dài dài.",9.0,Cháo Dinh Dưỡng Việt Soup - 108 Đường Số 1,https://www.foody.vn/ho-chi-minh/chao-dinh-duong-viet-soup-108-duong-so-1,8.5,2,2022-03-13 10:51:33
Phạm Polie,"Mình gọi 1 mì vịt tiềm và 1 hủ tíu bò kho, món nào cũng rất mặn, khăn 4k/cái, 1 vắt mì thêm 20k ! Quá đáng là trà đá 8k/ly! Lần đầu thấy 1 ly trà đá giá như vậy! Với giá đó mình có nhiều options hơn! Không bao giờ ghé nữa!",5.6,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:02
Ngô Thuỳ Linh,Mình thích ăn hủ tiếu ở đây vì k bị lợ như hàng khác ngoài ra lại còn rất nhiều món để lựa chọn.món nào cũng hợp luôn.,10,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:02
Chú Minh,"Dù ai comment xấu- tốt ra sao tôi khg cần biết..nhưng tôi đã ăn tại đây từ những năm 1980 đến nay.Quán sạch sẽ thoáng mát,hủ tíu ngon vừa ăn,rau sạch sẽ..nói chung mặt bằng giá cũng đúng khg mắc so với thời giá..cơm gà rô ti rất ngon,mì hoành thánh cũng ngon và đúng mùi vị Hongkong..nói chung tất cả món tôi đều đã trãi nghiệm,nếu thang 10 thì tôi cho từ 9- và 10 điễm.Một nơi lý tưởng về khg gian sạch để hẹn bạn bè và g/đ đi dùng bữa.",9.8,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:03
Nga,Có đứa bạn bên Mỹ về chơi. Dẫn nó ra quán này vì thấy nhiều việt kiều hay ăn. Nhưng thất vọng tràn trề. Giá thì chát mà ăn thì dở. 2 đứa ăn ko nổi phải bỏ hơn phân nửa. Ko bao giờ quay lại.,3.4,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:03
Hoshi Ame,"Tôi hay ăn ở đây, hủ tiếu mì rất ngon, thịt bằm cũng nhiều nữa. Núớc dùng thanh đạm, rautươi và đầy đủ.",9.6,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:03
Võ Dung,"Kế bên Liến Húa Võ Văn Tần.
Do dì mình khen nên mình ghé qua ăn
Giá hơi chát nhưng nghe bảo giá cao xưa giờ.
Vị hủ tiếu ko giống hủ tiéu đại trà, mà có vị hơi thuốc Bắc nhưng mình thích nên ăn thấy ngon.
Tôm, thịt trong tô ăn rất chất lương.
Lâu lâu sẽ ghé qua ăn vì giá hơi chát, k ăn mỗi tuần được.",4.6,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:03
Elvy Nguyen,"Mình có dùng thử quán này 1 lần cùng anh sếp bên Pháp qua. Theo ý kiến khách quan thì mình ko ưng lắm. Đồ ăn vs mình thì k hợp khẩu vị, cách phục vụ của nv cũng k ổn. Một điều làm mình cực khó chịu là việc nv cứ luôn soi mói khi mình và sếp nc vs nhau, kiểu như ko thiện cảm vs ng nc ngoài vậy. Túm lại là tuy rất gần cty mình-đối diện thôi, nhưng mình sẽ ko ghé lại",4.2,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:04
Kiet Le,"Lâu lắm rồi mới quay lại đây ăn
giờ hơn xưa rất nhiều: dở và đắt hơn xưa
nghe 1 chú ăn chung ăn mấy miếng rồi thở dài : ""chú nhớ cái quán này lúc năm 1975 quá, lúc đó nó vẫn còn là 1 cái quán xập xệ, nhưng ăn ngon hơn nhiều, ăn 1 lần mà tới bây giờ nhớ mãi
còn bây giờ, ăn cũng bình thường 1 dấu ấn...haizzz""
quán này đã từng rất ngon phải không ta?",5.4,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:04
Quynh Le,"Mua 1 tô hủ tiếu 95k ăn vừa dở vừa mắc, vị thì mặn. Có 2 miếng gan , tôm 1 con, còn lại thịt bằm lỏng bỏng. Ko đáng bỏ ra 95k, thua hủ tiếu lề đường 20k/ tô nữa.",1.8,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:04
Tuong Do,"Gia đình mình đã ăn ở Hồng Phát từ hồi mình còn nhỏ xíu, từ lúc nó chỉ là một cái quán bình thường không máy lạnh không cửa kính. Giờ thì Hồng Phát đã là nhà hàng cao cấp máy lạnh cửa kính rồi :)

Giá cả hoàn toàn tương xứng với chất lượng. Ai nói mắc quá ăn không ngon chứ mình thấy Hủ tiếu Hồng Phát là xuất sắc nhất. Mình cũng đã ăn thử Hủ tiếu Nam Vang ở rất nhiều tiệm khác, từ bình dân tới nổi tiếng, nhưng phải nói là hương vị nam vang ở Hồng Phát là ngon và chuẩn nhất.

Không gian thoáng mát, vô cùng sạch sẽ. Đồ ăn rất ngon, phục vụ chuyên nghiệp. Có thể gửi xe ô tô.

Hủ tiếu Hồng Phát vẫn luôn là địa điểm duy nhất mình muốn đến mỗi khi mình thèm Hủ tiếu Nam Vang, hoặc các món ăn khác với một không gian sạch sẽ thoáng mát dễ nhâm nhi, dễ nói chuyện.",10,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:04
Hải Yến,"Mình thích ăn hủ tiếu Nam Vang ở đây lắm, chuẩn vị nam vang
Không gian quán thoải mái, sạch sẽ. Quán có huyết tự làm mùi lạ như có ngũ vị hương. Ngoài hủ tiếu khô mình cũng thích ăn há cảo và xíu mại ở đây nữa...",7.6,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:05
Vân Võ,"Mình hay ăn ở đây thử cũng gần hết món rồi. Cá nhân mình thấy mì xào giòn, mì vịt tiềm, nui xào bò khá ngon. Thích nhất là mì xào giòn vừa có độ dai giòn của sợi mì hoà với hải sản tươi, nước sốt ngon sền sệt nêm nếm vừa miệng, nui xào bò hình như hơn 100.000/ dĩa thì phải, đầy ắp thịt bò cắt dạng hạt lựu mềm thơm, mì vịt tiềm được cả góc tư đùi ăn no ngán luôn.
Không gian rộng rãi thoáng mát, nhân viên phục vụ nhanh nhẹn, nhiệt tình.",9.4,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:05
Lotus Bloom,"Lần này ghé thử mì vịt tiềm và vẫn cảm thấy nước lèo ngọt quá - Ở đây được cái không gian rộng rãi, sạch sẽ Chứ đồ ăn thấy không ngon",6.0,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:05
Vân Võ,"Mình hay ăn ở đây. Thích nhất là món mì xào giòn, nui xào bò, cơm sốt cà đùi gà. Món tàu hủ tráng miệng hơi dở ạ.
Quán này có từ lâu đời rồi ạ nhưng sau này mở rộng diện tích ra thêm. Chất lượng khá ổn, giá hơi cao nhưng không sao.
Phục vụ nhanh, nhiệt tình. Nếu các bạn đến vào sáng thứ 7, chủ nhật thì khá đông khách. Không gian quán thoáng mát, trên tường đều có gắn gương. Đặc biệt có hồ cá biển ở giữa quán, nhìn các em cá bơi tung tăng thấy cũng hay hay.",9.0,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:05
Đức Phạm Anh,"Quán đc mỗi cái hồ cá nước mặn nhìn cũng lạ lạ , còn đồ ăn cũng quá bình thường luôn , ăn xong lần nào cũng mắc đi vệ sinh, chả hiểu sao ? Gi thì á mắc như quỷ. Bye bye luôn",4.0,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:06
Krystal,"Mình thử cả hủ tiếu nước và khô ở quán. Ăn không ngon, ít mà quá đắt những 90 nghìn một tô. Được cái nhà hàng sạch sẽ phục vụ nhanh nhẹn thôi.",6.0,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:06
Thuỷ Trần,"Vị trí: mặt tiền, rộng rãi
Phục vụ: nhanh, sạch sẽ.
Món ăn: mình gọi mì nước và mì khô. Có tôm, thịt bằm, gan... rất chất lượng luôn. Nước lèo ngọt và có vị j đó lạ lạ hơn mấy quán khác.
Hình như do giá cao nên khá vắng. Lúc mình ăn chỉ có mỗi bàn mình thôi.",7.8,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:07
Absoluter,"Mình k thể tin được là có thể ăn tô mì sủi cảo dở nhất trong đời tại đây. Đó là 1 buổi chiều chủ nhật mình với bạn gái ghé đây ăn mì sủi cảo & hoành thánh. Cứ tưởng chất lượng lắm, k ngờ ăn xong 2 đứa về say bột ngọt đến đêm. Giá thì đâu có rẻ gì, mì sủi cảo j mà vị chua chua cứ như nước dấm, thua 1 tô rẻ tiền ở vỉa hè. Bảo sao đi vào vắng tanh chả thấy ai ngược lại bên Liến Húa ô tô đậu chật kín. Má ơi nhắc lại vẫn còn sợ cái mùi nước bột ngọt. Ớn lạnhhhhhhhhh",3.8,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:07
Linh Nguyễn,"Lần đầu tiên đi ăn hủ tiêu nam vang sang chảnh :v
Ấn tượng đầu tiên là quán to, máy lạnh, sang chảnh... Mở menu ra giá sang chảnh thiệt :))
Lúc mình vào thì ko có khách trong quán :3. Tụi mình ăn mì nam vang, sủi cảo và há cảo
Nước dùng rất ngon, cũn hiểu vì sao nó mắc luôn :3 mùi gạch tôm đậm luôn :3. Sủi cảo nước dùng lại khác mới ghê, nhưng chung quy thì đậm đà rất thích
Có cái, sủi cảo có bột khai ý, bạn nào ăn ko quen (như mình) thì bao thọt 😭...
Giá tầm 75-200k :v",6.2,Hủ Tiếu Hồng Phát,https://www.foody.vn/ho-chi-minh/hu-tieu-hong-phat,7.0,61,2022-03-13 10:52:08
